Board,Solution,Difficulty
.6..31.8.351...42.7..6.23.5.13.8.5.4546.23..78794.6..1..4.97653.8736.1.....2149..,462531789351978426798642315213789564546123897879456231124897653987365142635214978,Easy
.972.3.5.564.7..21...54.98.97.1...631.2.35.98..3.8.41.7.9351...4..798..5315..28.9,897213654564879321231546987978124563142635798653987412789351246426798135315462879,Easy
98.5.61..1.478...5.3..219.72.3..8.4...6.12.79.7.6.5.1..98.6435135.89...2462.5.79.,987536124124789635635421987213978546546312879879645213798264351351897462462153798,Easy
5..89732.8.72..65...1.6498..53.7.41.14.65..98..8142.6.315..6.7...6..91..78..15.46,564897321897231654231564987653978412142653798978142563315426879426789135789315246,Easy
..1.895648974....1.64.2..974.6531..93....84267.96..3.565..14..8142...6...7.3651..,231789564897456231564123897426531789315978426789642315653214978142897653978365142,Easy
3216....8.87.1..456..97.3.213...4.97246..7..387..5326.4125...8....789.21..8.2.536,321645978987312645654978312135264897246897153879153264412536789563789421798421536,Easy
..6..831212364.9...89.1264.6..89715.9.8.532..531.....72.4.3..893.5....2189.4.1..6,456978312123645978789312645642897153978153264531264897214536789365789421897421536,Easy
135..9..68.9.2613..4.31.8..3.18..65.6..2..98...756..21..3.4279..9.6.3.12.1297.563,135789246879426135246315879321897654654231987987564321563142798798653412412978563,Easy
...321.988796..13..13..7.65..47983.69...6.24..354...79.5.87.6.446...598.7..246.1.,546321798879654132213987465124798356987563241635412879351879624462135987798246513,Easy
7.8246.15.518..4.6.621357..12.7...536..412..89.7.63.4..13.87..4.4..2..9..7.6542..,798246315351879426462135789124798653635412978987563142213987564546321897879654231,Easy
987.5321.12.9.83...3.14.89.2....7.56..95..12.54623...9351.8..4.7...26.314..3..978,987653214124978365635142897213897456879564123546231789351789642798426531462315978,Easy
65.978..297.1.25.31...5.7985.4.9.32.2.1.6498.89...1....2....1357893..2.6.1.42.87.,653978412978142563142653798564897321231564987897231654426789135789315246315426879,Easy
.62.3.97..5.87964....246..16..4..89.9.756.2..124.983..5...21.89.796.4.2.213.87.5.,462135978351879642798246531635412897987563214124798365546321789879654123213987456,Easy
...97.1359785..2.65..6.2879..912365.456..9..1..3.569.78..21.5.3.6.8...1.214...79.,642978135978531246531642879789123654456789321123456987897214563365897412214365798,Easy
264.139.8..398..428.7.2.53..4..32.89.7.465..33127....6.2.87.3..5....189...93.6214,264513978153987642897624531645132789978465123312798456421879365536241897789356214,Easy
..7456.213.1.8.6..6...23.8787.6.21351.5.7824624.53.8..41....56..983.5......2.47.8,987456321321789654654123987879642135135978246246531879412897563798365412563214798,Easy
879.4.53..4.65..8935.9..4.1....9731.1.25649..79823...5..4.89.539..31.2.45.3..6..7,879142536241653789356978421465897312132564978798231645624789153987315264513426897,Easy
.14.5.8.9365.7..4.89.1423.64568..13.1.35.47.8789.3.46.6....9.1.9..3...2...1426..7,214653879365978241897142356456897132123564798789231465642789513978315624531426987,Easy
9.745.3.26.4..3978.2.78.645.3..782...4653.8...79..21.356.2.47....83.5.2..12.9..36,987456312654123978321789645135978264246531897879642153563214789798365421412897536,Easy
21.563...8..4123..36...824164.87..13.7.135..4.3..46987..932.4654.6.87...1...5..9.,214563879897412356365798241642879513978135624531246987789321465456987132123654798,Easy
8..62..35.4....8..1..9.7.466.4.32.8.9874...21.2.7.8654.128.95..5.3.41798.9..564.2,879624135246513879135987246654132987987465321321798654412879563563241798798356412,Easy
65.87..133..54.87..8..1..4656..871247.81..635..26.5.871..4627..2..7.8351..9.514..,654879213321546879987213546563987124798124635412635987135462798246798351879351462,Easy
.9.42....2.4..697836.78914.45...8.3..89...56412.6.589.9.81534....12.47....28.73.5,897421653214536978365789142456978231789312564123645897978153426531264789642897315,Easy
8..65.421..197...635..42.8.513..92.4...315..798.4..15.798.64.12...897.4546.2..9..,879653421241978536356142789513789264624315897987426153798564312132897645465231978,Easy
1.2..59.7.6.9783..7..312.54..48......87.5.24.5..2.4879..94215.32.153.79.3.6..9.12,132645987465978321798312654624897135987153246513264879879421563241536798356789412,Easy
897...4...6....315...462...6..879.313.2..6.97..8213.6..21.35978536.87..2789.2..53,897351426264798315153462789645879231312546897978213564421635978536987142789124653,Easy
.1.79.64.42..5.97.7.94.25.1.975..1.356...378.2..87945...86.5.14.4.98..65.53.24...,315798642426351978789462531897546123564213789231879456978635214142987365653124897,Easy
63.87..4.9.7.4.653.2..5.9..4..9873157.8513..63.16..7892..4.5.97.7..32..4.46..8..1,635879142987241653124356978462987315798513426351624789213465897879132564546798231,Easy
62453..8.51..786..9.7..2.13.79.652..24.8..3.6...21..794651..7.8..27.94.57.8..6.32,624531987513978624987642513879365241241897356356214879465123798132789465798456132,Easy
64..782..9..312....1.6..89726..973151532.4..9...15.42..894...535..78.142.2...69.8,645978231978312564312645897264897315153264789897153426789421653536789142421536978,Easy
56...8.132.16.5.79.97.125...4.5.6.8.9..421..5.5378.1.44.68.7.5.315...7....91.3462,564978213231645879897312546142536987978421635653789124426897351315264798789153462,Easy
45.87...112.546.9.7..2.356.897.246.....63...8.659...42.78.51..6..27983.55.14..7.9,456879231123546897789213564897124653214635978365987142978351426642798315531462789,Easy
7985.63..13.8.9.4.46...3.78.79.3.42..41.8.53635.12.7....379.2..9874....36.43.1.9.,798546312132879645465213978879635421241987536356124789513798264987462153624351897,Easy
9.8..62..6.3.4.87...2.79356.89..4.1.31.9..62..26.139..23.7984..5.413..9..9.46513.,978356241653241879142879356789624513315987624426513987231798465564132798897465132,Easy
6.2.78135.7.53.2..5316.287....4...87.56789..17.9...65421.3657..897.1..63..5...41.,642978135978531246531642879123456987456789321789123654214365798897214563365897412,Easy
9.76...13.24.319.75.3..8.24241.973..3..2..879...36.24....7.94.546..2.7.879845..3.,987642513624531987513978624241897356356214879879365241132789465465123798798456132,Easy
.364.17..42178.56.78...641289726.1.....8.7.46.6.1.3..9312.7......86453....5.1.987,536421798421789563789536412897264135153897246264153879312978654978645321645312987,Easy
79.3..4..465.78.23.326.578.3.6...2..2..5.6.9787..213.5..715..425.3..497.6.48.753.,798312456465978123132645789356789214241536897879421365987153642513264978624897531,Easy
65..9..239....145...1.64.89..6.8953..7..156.213542.9..5.39.82.4..8.4.36541.65...7,654897123987231456321564789246789531879315642135426978563978214798142365412653897,Easy
..624.89......9365789.56..4.1279...6.78.6512.6451.2.8915.9.764.2.4.....8897.24..1,536241897421879365789356214312798456978465123645132789153987642264513978897624531,Easy
46..1..8..3.879.5.7..5.612362...197.513...6...8.46253..5612.8....96.52.42.1987.6.,465213789132879456798546123624351978513798642987462531356124897879635214241987365,Easy
536.9..14..1.6.8.7..92143..6.578.123978..3.5631.4...89..3.429.826.9.85..8..5...4.,536897214421365897789214365645789123978123456312456789153642978264978531897531642,Easy
41..89.5379..3.14.5.342.9...5.3128.79.7..523.32.9.85.4246..3.8....2.4.15..58.7..6,412789653798536142563421978654312897987645231321978564246153789879264315135897426,Easy
.794.....2..536..7356.891...9.3.254646597.2.3..264.87.51...47989.7..3.62....97.5.,879421635241536987356789124798312546465978213132645879513264798987153462624897351,Easy
41.6..9.7.98...63.56.9..12.3.15.6..9654.7921.9..213.46.3.4.27988....14..2.6.98.5.,412635987798124635563987124321546879654879213987213546135462798879351462246798351,Easy
56...8.4..98142..6.126...799..2....5654.971.232..647....5426.8.8..31.6.42467..51.,563978241798142356412653879987231465654897132321564798135426987879315624246789513,Easy
7...65.214...329.7.3279..5..8.6...3.6.45138.951..87..624.8.956...62.1798879.5....,798465321465132987132798654987624135624513879513987246241879563356241798879356412,Easy
.982.4.65412...8.7..38.72..9..1.34..654.89.2.3.1.5...987..31642..56429...4.97..31,798214365412365897563897214987123456654789123321456789879531642135642978246978531,Easy
132.....7..823.6544.5.9.3.1.87.1..46.1.426.79.247.91.53....841.879.42.....165..98,132564987798231654465897321987315246513426879624789135356978412879142563241653798,Easy
.7..36..46..4218..1427....5.31..845.5.43.27898..6451.3.158.76..4.615..7..8.2..53.,978536214653421897142789365231978456564312789897645123315897642426153978789264531,Easy
5.1..86..64.351.8..78.625..8.76.5.4.21..873.6..512...978.5.61.2.5.21.798..387..6.,531798624642351987978462513897635241214987356365124879789546132456213798123879465,Easy
1243...97.358.....9872...65.51.249..4.298.53..98513..2.7.1.24.65..79.1....3.65.89,124356897635879214987241365351624978462987531798513642879132456546798123213465789,Easy
78..3562.3.52..9..42.8.95.35.4987.3.8973..465..165...8..37..2419784.2....4..6..7.,789135624315246987426879513564987132897321465231654798653798241978412356142563879,Easy
...46.3.165...298.3217...548.9.24..52.65...7..35.8724.79835..12.12..9.63...2.17.8,987465321654132987321798654879624135246513879135987246798356412412879563563241798,Easy
9..6...24.2..786.5.351.....3.178.46.46.3.57.8798.263..87.564..354..3.879.138...4.,987653124124978635635142987351789462462315798798426351879564213546231879213897546,Easy
.89.354...2.9...6.536..4798.9...2.351....8.4626.3.1..964521..8...854.3213.2.796.4,789635412421987563536124798897462135153798246264351879645213987978546321312879654,Easy
.6.97.21...265.8.77.81.23.5.79..5.4.24..8..3..35.2.9789..2.14.6.54.971.33.1..478.,563978214412653897798142365879315642246789531135426978987231456654897123321564789,Easy
.2...5..763598...498.1.43.52.3.46.8.5....91238.9.1.45.462.985..3514629...9.3.16.2,124635897635987214987124365213546789546879123879213456462798531351462978798351642,Easy
64..793.1.7.13.4625312....836..9..24897...63.2..5639....9.21.4.45.9.72....3..4879,642879351978135462531246798365798124897412635214563987789321546456987213123654879,Easy
.9.1...6446.78..311...5.897..75314...136.2...6.4.783.5.41365978.5...71..879...6.3,798123564465789231132456897987531426513642789624978315241365978356897142879214653,Easy
315.87..678.6..3.5..651..896..2419.81.28796...78..6.4..31.9856..9.4.52.1.6...28..,315987426789624315426513789653241978142879653978356142231798564897465231564132897,Easy
9874.53.2....32978.2...86454.2.79.3..632..7.9.9..5642.1.5..7..48.9.2..5324..1..97,987465312654132978321798645412879536563241789798356421135987264879624153246513897,Easy
4.2.3..7.798124..65..98.2.1.2..46..89.72134....487..3224.798.13.35...9.78....16.4,412635879798124356563987241321546798987213465654879132246798513135462987879351624,Easy
5.6..38.78...46231.1.879.646.512..7.1.....653..763.1423...9842..98..23..46..51.8.,546213897879546231213879564635124978124987653987635142351798426798462315462351789,Easy
9.762...3.1...7.64624.1..9.1.279.6...6.1329.8.9..653.287.356.213562.17..2..8.95..,987624153513987264624513897132798645465132978798465312879356421356241789241879536,Easy
14...7.35.5.214987.78..51.4.8964.3..3..97.46..265....8.97.5.2.323.7.9.4.5..123..9,142897635653214987978365124789642351315978462426531798897456213231789546564123879,Easy
..9213.56.235.67..4....91...6598..1489.1243...1.6..8975.14..978.7..51.4264....5.1,789213456123546789456879123365987214897124365214635897531462978978351642642798531,Easy
.9.3154..35142..9.4.2..93..2.3.6.87..468..2.38.92.1.4.63.978.2..246..98.98...2635,798315462351426798462789351213564879546897213879231546635978124124653987987142635,Easy
4.6213.8.12.8..4.6...546123.97.3.2142149..36.365.....7.31.9864.64....97897..6..31,456213789123879456789546123897635214214987365365124897531798642642351978978462531,Easy
42..87.15.89.13.2..1562.78.9782.16...42.5.978...87.142..1.65....64..82.1.97...5.4,426987315789513426315624789978241653142356978653879142231465897564798231897132564,Easy
..5124.7.9.7.3...2...98.6.35..2138..8795......1.8.95644.2..1789351..8.2..98462.15,635124978987635142124987653546213897879546231213879564462351789351798426798462315,Easy
51..7...66..531.8998..423.5.6....8971327.95...9845.23...93.5.423.6.1..78.418..6..,513978426624531789987642315465123897132789564798456231879365142356214978241897653,Easy
3.....412879.1...3..1365....9812.6.4..24..987.6.78.3.162.97813.9.7.31..65....2879,356897412879214563241365798798123654132456987465789321624978135987531246513642879,Easy
9..563.2.6534.298..4..9.6.5.97.542....4321.79..1...5.631.87946..89.....1.2.1357.8,978563124653412987142798635897654213564321879231987546315879462789246351426135798,Easy
13.5.689.4....92.1798.13..4879.2.65.35..871.2..1.3597.5..462....2.7..31...7.51.26,132546897465879231798213564879124653356987142241635978513462789624798315987351426,Easy
65..87.313.165.89...73...6413...67...468793..87.1.5...56..9..4...256397..98..2653,654987231321654897987321564135246789246879315879135426563798142412563978798412653,Easy
...79.241.24.63.7.9.74.23..351.46.8.7.813.6...6.8..513.1365.7.85....71.287.3.1.65,635798241124563879987412356351246987798135624462879513213654798546987132879321465,Easy
2.456.98.3.5798.2...74..6.5.5..8721..8.3.15461.36548..6428..351.....6.989...3.4..,214563987365798124897412635456987213789321546123654879642879351531246798978135462,Easy
.56.87.21241...7.9..91..53662..98..3.8.35.26451.462.9.7.8.1.64...5..9..213.5.6..8,356987421241635789879124536624798153987351264513462897798213645465879312132546978,Easy
.98.12.64..5978...13..4.89.2..5.697.8..4..65335.7.9..2.87..342..13.64..9..48973.5,798312564465978231132645897241536978879421653356789142987153426513264789624897315,Easy
.5.46.8..8.73.1.642.4.98..331.5..97.97.2..6456..879.....91.453..21.357.9536....21,153462897897351264264798153312546978978213645645879312789124536421635789536987421,Easy
7.83.52.....7.9153.5142.89.8.9231.4..13.6..7854....312.87.4..36.359.8..112....7.9,798315264462789153351426897879231645213564978546897312987142536635978421124653789,Easy
7.8465.314.51.2..713...85...5624.9...4.87...38.935.14..245.3.89..7.24.1.5...874.6,798465231465132897132798564356241978241879653879356142624513789987624315513987426,Easy
.5...6.97..731..6.2.4..9.534..6.3.89..697842..8..4.5369..2.1645645...3.23125.49..,153426897897315264264789153421653789536978421789142536978231645645897312312564978,Easy
798..4.6.4..365....638.7.148.9...64...6.7.5..13..4.9.86..789123321...7.99871234..,798214365412365897563897214879531642246978531135642978654789123321456789987123456,Easy
2.453...71...7.26489..4215.645..39...78.5..12...7896....93.5.2...18.75..53621478.,264531897153978264897642153645123978978456312312789645789365421421897536536214789,Easy
..63..97831..89642.89426.3.231..7..6..42..7898...6.1231429...6.9...532..6.3..2.97,426315978315789642789426531231897456564231789897564123142978365978653214653142897,Easy
...98.6459876..3.265.3.1..8.358..264.4.135.9.879.4..53..2.9.5..79...342.5.3.127..,321987645987654312654321978135879264246135897879246153412798536798563421563412789,Easy
789.23..445..893..1.345.98..429.8.35..85.12.6531..287..1436...83.589...2.....456.,789123654456789321123456987642978135978531246531642879214365798365897412897214563,Easy
4.6.5....789.64..1.1589746.14.7.9.35.5.4..987.78536..423.9..54.897...2.35...128.9,426153798789264351315897462142789635653421987978536124231978546897645213564312879,Easy
.5.897.....82..6531.2.65.78.64.892.12..4.6.9.897.2..6.426.7..153156.27.......1426,653897142978214653142365978564789231231456897897123564426978315315642789789531426,Easy
.5187.46..6.13.798.98.4635.987.6...4..4..86356..412..7..9.54.1.21.9...46..63.18..,351879462462135798798246351987563124124798635635412987879654213213987546546321879,Easy
